PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO100246,2025-03-26,Supplier_12,Electronics,18,446.6,8038.8,9,8,Yes,0,233,47,18,0,Yes
PO100247,2025-04-10,Supplier_05,Electronics,11,161.0,1771.0,9,10,Yes,1,194,37,11,168,No
PO100248,2025-06-24,Supplier_13,Home & Kitchen,4,359.54,1438.16,7,9,No,2,112,21,4,95,No
PO100249,2025-05-19,Supplier_05,Home & Kitchen,2,458.63,917.26,5,5,Yes,0,68,35,2,35,No
PO100250,2025-02-18,Supplier_02,Office Supplies,8,233.03,1864.24,8,9,No,1,178,22,8,164,No
PO100251,2025-04-13,Supplier_02,Electronics,10,51.79,517.9,8,10,No,2,96,43,10,0,Yes
PO100252,2025-12-25,Supplier_07,Home & Kitchen,19,475.95,9043.05,3,10,No,7,205,25,19,199,No
PO100253,2025-08-24,Supplier_10,Electronics,20,456.2,9124.0,7,13,No,6,314,58,20,0,Yes
PO100254,2025-05-01,Supplier_05,Electronics,12,68.73,824.76,5,11,No,6,437,47,12,0,Yes
PO100255,2025-12-01,Supplier_13,Home & Kitchen,17,194.62,3308.54,10,14,No,4,36,24,17,29,No
PO100256,2025-03-31,Supplier_04,Home & Kitchen,17,413.89,7036.13,10,17,No,7,357,24,17,350,No
PO100257,2025-10-02,Supplier_08,Office Supplies,9,91.2,820.8,9,10,Yes,1,188,14,9,183,No
PO100258,2025-08-19,Supplier_06,Electronics,16,256.22,4099.52,5,5,Yes,0,455,43,16,0,Yes
PO100259,2025-11-17,Supplier_09,Electronics,13,293.92,3820.96,9,7,Yes,0,326,45,13,294,No
PO100260,2025-06-01,Supplier_03,Electronics,5,168.53,842.65,7,10,No,3,479,48,5,0,Yes
PO100261,2025-02-24,Supplier_15,Home & Kitchen,17,420.36,7146.12,5,12,No,7,420,28,17,409,No
PO100262,2025-06-05,Supplier_14,Home & Kitchen,20,291.94,5838.8,8,6,Yes,0,328,30,20,318,No
PO100263,2025-05-27,Supplier_11,Electronics,17,427.61,7269.37,4,2,Yes,0,278,53,17,242,No
PO100264,2025-11-13,Supplier_08,Office Supplies,8,356.02,2848.16,9,15,No,6,283,23,8,268,No
PO100265,2025-03-23,Supplier_12,Office Supplies,4,218.19,872.76,10,17,No,7,353,21,4,336,No
PO100266,2025-12-22,Supplier_08,Office Supplies,13,91.86,1194.18,9,7,Yes,0,210,25,13,198,No
PO100267,2025-10-17,Supplier_14,Home & Kitchen,4,331.56,1326.24,5,6,No,1,260,30,4,234,No
PO100268,2025-08-20,Supplier_01,Electronics,12,189.13,2269.56,7,16,No,9,319,50,12,0,Yes
PO100269,2025-04-17,Supplier_04,Home & Kitchen,13,247.72,3220.36,9,10,Yes,1,435,19,13,429,No
PO100270,2025-04-26,Supplier_07,Office Supplies,20,76.66,1533.2,9,7,Yes,0,322,23,20,319,No
PO100271,2025-03-18,Supplier_10,Office Supplies,19,393.69,7480.11,7,8,Yes,1,118,18,19,119,No
PO100272,2025-03-09,Supplier_11,Electronics,5,415.52,2077.6,8,6,Yes,0,482,43,5,0,Yes
PO100273,2025-06-27,Supplier_11,Office Supplies,2,488.44,976.88,8,6,Yes,0,273,29,2,246,No
PO100274,2025-07-29,Supplier_15,Home & Kitchen,12,309.8,3717.6,8,8,Yes,0,32,24,12,20,No
PO100275,2025-10-22,Supplier_13,Electronics,11,122.31,1345.41,8,6,Yes,0,179,54,11,0,Yes
PO100276,2025-09-09,Supplier_14,Electronics,19,455.51,8654.69,9,14,No,5,301,33,19,0,Yes
PO100277,2025-01-27,Supplier_06,Office Supplies,19,21.39,406.41,5,10,No,5,475,19,19,475,No
PO100278,2025-12-28,Supplier_11,Home & Kitchen,2,216.38,432.76,8,6,Yes,0,88,24,2,66,No
PO100279,2025-04-30,Supplier_11,Home & Kitchen,10,202.07,2020.7,10,8,Yes,0,176,23,10,163,No
PO100280,2025-03-25,Supplier_10,Home & Kitchen,20,285.23,5704.6,5,6,No,1,135,22,20,133,No
PO100281,2025-05-05,Supplier_10,Electronics,4,181.99,727.96,6,9,No,3,200,49,4,0,Yes
PO100282,2025-01-22,Supplier_08,Home & Kitchen,3,235.15,705.45,9,10,No,1,249,25,3,227,No
PO100283,2025-03-01,Supplier_07,Electronics,9,,3077.46,6,9,No,3,132,42,9,0,Yes
PO100284,2025-02-18,Supplier_03,Electronics,1,276.55,276.55,6,14,No,8,55,42,1,14,No
PO100285,2025-04-09,Supplier_02,Home & Kitchen,2,21.61,43.22,10,13,No,3,172,24,2,150,No
PO100286,2025-10-01,Supplier_01,Home & Kitchen,14,91.6,1282.4,6,13,No,7,30,31,14,13,No
PO100287,2025-05-18,Supplier_06,Electronics,17,27.94,474.98,10,17,No,7,280,45,17,252,No
PO100288,2025-09-19,Supplier_06,Electronics,6,479.68,2878.08,8,17,No,9,56,44,6,0,Yes
PO100289,2025-12-11,Supplier_15,Office Supplies,10,158.36,1583.6,6,7,Yes,1,280,14,10,276,No
PO100290,2025-12-14,Supplier_04,Home & Kitchen,13,436.41,5673.33,4,11,No,7,253,20,13,246,No
PO100291,2025-10-24,Supplier_04,Electronics,14,277.04,3878.56,5,16,No,11,85,27,14,0,Yes
PO100292,2025-10-01,Supplier_01,Office Supplies,18,286.98,5165.64,9,16,No,7,42,31,18,29,No
PO100293,2025-07-26,Supplier_02,Electronics,5,107.93,539.65,7,7,Yes,0,98,47,5,0,Yes
PO100294,2025-01-17,Supplier_10,Office Supplies,7,56.53,395.71,4,12,No,8,94,34,7,67,No
PO100295,2025-11-27,Supplier_06,Office Supplies,15,262.93,3943.95,4,5,No,1,74,29,15,60,No
PO100296,2025-05-24,Supplier_10,Electronics,15,125.82,1887.3,8,14,No,6,283,39,15,0,Yes
PO100297,2025-07-16,Supplier_02,Home & Kitchen,8,486.5,3892.0,10,14,No,4,452,19,8,441,No
PO100298,2025-06-11,Supplier_12,Office Supplies,9,378.64,3407.76,8,13,No,5,127,16,9,120,No
PO100299,2025-06-18,Supplier_05,Office Supplies,14,63.78,892.92,10,21,No,11,261,28,14,247,No
PO100300,2025-11-01,Supplier_01,Home & Kitchen,3,176.53,529.59,5,11,No,6,245,27,3,221,No
PO100301,2025-11-08,Supplier_14,Home & Kitchen,8,357.28,2858.24,8,18,No,10,252,14,8,246,No
PO100302,2025-02-22,Supplier_06,Office Supplies,20,348.19,6963.8,3,14,No,11,186,22,20,184,No
PO100303,2025-11-26,Supplier_05,Electronics,18,313.85,5649.3,6,4,Yes,0,81,39,18,0,Yes
PO100304,2025-10-01,Supplier_01,Home & Kitchen,12,474.9,5698.8,7,12,No,5,147,31,12,128,No
PO100305,2025-07-22,Supplier_09,Home & Kitchen,15,42.48,637.2,9,19,No,10,117,31,15,101,No
PO100306,2025-02-12,Supplier_05,Electronics,4,442.15,1768.6,5,6,No,1,152,49,4,0,Yes
PO100307,2025-03-09,Supplier_04,Home & Kitchen,2,299.2,598.4,6,9,No,3,83,31,2,54,No
PO100308,2025-11-14,Supplier_11,Home & Kitchen,19,410.82,7805.58,5,3,Yes,0,369,34,19,354,No
PO100309,2025-07-28,Supplier_11,Electronics,16,53.88,862.08,9,10,Yes,1,107,49,16,0,Yes
PO100310,2025-04-21,Supplier_03,Electronics,5,70.9,354.5,10,12,No,2,44,37,5,12,No
PO100311,2025-01-25,Supplier_02,Electronics,6,408.04,2448.24,9,15,No,6,124,36,6,0,Yes
PO100312,2025-01-07,Supplier_04,Home & Kitchen,10,358.64,3586.4,4,8,No,4,79,31,10,58,No
PO100313,2025-12-30,Supplier_12,Office Supplies,5,157.55,787.75,4,8,No,4,438,19,5,424,No
PO100314,2025-12-11,Supplier_04,Electronics,9,213.71,1923.39,8,8,Yes,0,286,67,9,0,Yes
PO100315,2025-05-29,Supplier_07,Office Supplies,12,389.67,4676.04,4,6,No,2,372,22,12,362,No
PO100316,2025-08-16,Supplier_02,Electronics,18,378.02,6804.36,9,18,No,9,466,45,18,0,Yes
PO100317,2025-08-25,Supplier_03,Electronics,9,371.44,3342.96,9,12,No,3,262,51,9,0,Yes
PO100318,2025-01-18,Supplier_10,Electronics,5,480.79,2403.95,6,7,Yes,1,481,50,5,0,Yes
PO100319,2025-04-13,Supplier_12,Home & Kitchen,8,436.08,3488.64,3,2,Yes,0,352,36,8,0,Yes
PO100320,2025-06-16,Supplier_13,Office Supplies,20,304.14,6082.8,6,14,No,8,194,18,20,196,No
PO100321,2025-07-01,Supplier_09,Home & Kitchen,1,414.04,414.04,4,5,No,1,440,41,1,0,Yes
PO100322,2025-03-19,Supplier_05,Electronics,5,381.26,1906.3,7,10,No,3,230,34,5,201,No
PO100323,2025-12-12,Supplier_07,Electronics,17,296.04,5032.68,6,13,No,7,298,63,17,0,Yes
PO100324,2025-12-15,Supplier_03,Home & Kitchen,18,101.36,1824.48,5,15,No,10,297,30,18,285,No
PO100325,2025-11-09,Supplier_04,Home & Kitchen,3,325.9,977.7,6,13,No,7,275,30,3,248,No
PO100326,2025-10-15,Supplier_08,Home & Kitchen,12,315.54,3786.48,6,5,Yes,0,404,35,12,0,Yes
PO100327,2025-08-15,Supplier_12,Electronics,2,103.38,206.76,3,14,No,11,172,47,2,0,Yes
PO100328,2025-01-13,Supplier_04,Home & Kitchen,2,397.74,795.48,6,14,No,8,360,25,2,337,No
PO100329,2025-12-20,Supplier_06,Electronics,10,397.58,3975.8,9,10,Yes,1,472,45,10,0,Yes
PO100330,2025-04-02,Supplier_01,Electronics,14,416.67,5833.38,6,14,No,8,447,48,14,0,Yes
PO100331,2025-06-21,Supplier_01,Electronics,2,302.22,604.44,4,8,No,4,109,58,2,0,Yes
PO100332,2025-06-11,Supplier_09,Home & Kitchen,15,477.44,7161.6,6,5,Yes,0,428,25,15,418,No
PO100333,2025-09-04,Supplier_15,Home & Kitchen,14,104.81,1467.34,7,11,No,4,58,27,14,45,No
PO100334,2025-12-22,Supplier_09,Electronics,17,461.4,7843.8,8,9,No,1,244,48,17,213,No
PO100335,2025-07-22,Supplier_01,Home & Kitchen,9,117.32,1055.88,5,11,No,6,263,29,9,243,No
PO100336,2025-02-05,Supplier_09,Electronics,7,191.57,1340.99,10,18,No,8,485,41,7,0,Yes
PO100337,2025-07-22,Supplier_02,Home & Kitchen,6,57.55,345.3,8,16,No,8,473,25,6,454,No
PO100338,2025-10-01,Supplier_11,Office Supplies,1,164.39,164.39,8,9,Yes,1,51,21,1,31,No
PO100339,2025-04-05,Supplier_07,Home & Kitchen,3,36.29,108.87,6,10,No,4,442,31,3,0,Yes
PO100340,2025-08-07,Supplier_06,Home & Kitchen,17,279.12,4745.04,6,4,Yes,0,463,23,17,457,No
PO100341,2025-01-06,Supplier_04,Electronics,18,232.85,4191.3,7,12,No,5,318,42,18,294,No
PO100342,2025-12-21,Supplier_03,Electronics,8,302.12,2416.96,8,9,No,1,490,34,8,464,No
PO100343,2025-03-18,Supplier_06,Office Supplies,17,386.86,6576.62,10,8,Yes,0,196,23,17,190,No
PO100344,2025-11-18,Supplier_07,Electronics,7,97.77,684.39,10,19,No,9,294,46,7,255,No
PO100345,2025-06-02,Supplier_09,Home & Kitchen,3,456.24,1368.72,8,11,No,3,487,30,3,460,No
PO100346,2025-04-13,Supplier_11,Electronics,8,137.85,1102.8,8,17,No,9,100,54,8,54,No
PO100347,2025-02-27,Supplier_15,Electronics,19,283.82,5392.58,7,7,Yes,0,417,46,19,390,No
PO100348,2025-11-06,Supplier_01,Office Supplies,16,480.59,7689.44,9,12,No,3,398,25,16,0,Yes
PO100349,2025-10-14,Supplier_15,Home & Kitchen,17,148.02,2516.34,6,4,Yes,0,387,36,17,368,No
PO100350,2025-08-28,Supplier_09,Electronics,19,429.0,8151.0,4,4,Yes,0,481,48,19,452,No
PO100351,2025-11-23,Supplier_02,Office Supplies,4,484.15,1936.6,9,15,No,6,434,25,4,413,No
PO100352,2025-11-01,Supplier_14,Office Supplies,6,393.71,2362.26,3,4,Yes,1,404,15,6,395,No
PO100353,2025-06-01,Supplier_13,Home & Kitchen,17,465.52,7913.84,9,13,No,4,245,30,17,232,No
PO100354,2025-04-03,Supplier_05,Electronics,8,490.93,3927.44,3,13,No,10,205,55,8,0,Yes
PO100355,2025-10-14,Supplier_03,Electronics,14,115.65,1619.1,7,15,No,8,400,43,14,0,Yes
PO100356,2025-02-12,Supplier_05,Electronics,18,417.66,7517.88,7,17,No,10,429,48,18,0,Yes
PO100357,2025-11-02,Supplier_13,Home & Kitchen,7,44.26,309.82,9,20,No,11,96,35,7,68,No
PO100358,2025-10-10,Supplier_14,Electronics,8,134.19,1073.52,9,16,No,7,175,50,8,0,Yes
PO100359,2025-07-22,Supplier_05,,9,57.35,516.15,7,6,Yes,0,423,26,9,406,No
PO100360,2025-07-11,Supplier_08,Office Supplies,14,401.93,5627.02,6,8,No,2,345,27,14,0,Yes
PO100361,2025-12-03,Supplier_11,Home & Kitchen,15,129.75,1946.25,4,5,Yes,1,146,18,15,143,No
PO100362,2025-03-01,Supplier_03,Electronics,10,201.23,2012.3,4,12,No,8,39,55,10,1,No
PO100363,2025-11-20,Supplier_11,Electronics,1,18.07,18.07,7,8,Yes,1,334,59,1,0,Yes
PO100364,2025-06-20,Supplier_04,Electronics,6,326.46,1958.76,8,16,No,8,232,44,6,194,No
PO100365,2025-02-03,Supplier_13,Home & Kitchen,6,304.4,1826.4,7,12,No,5,193,21,6,178,No
PO100366,2025-11-28,Supplier_03,Electronics,20,355.46,7109.2,7,13,No,6,42,49,20,13,No
PO100367,2025-07-27,Supplier_15,Electronics,11,364.69,4011.59,10,11,Yes,1,391,48,11,354,No
PO100368,2025-05-26,Supplier_11,Electronics,1,46.29,46.29,5,12,No,7,111,34,1,78,No
PO100369,2025-12-06,Supplier_05,Home & Kitchen,3,272.85,818.55,5,9,No,4,255,32,3,0,Yes
PO100370,2025-11-24,Supplier_13,Home & Kitchen,4,396.49,1585.96,9,17,No,8,200,22,4,0,Yes
PO100371,2025-09-29,Supplier_10,Home & Kitchen,17,395.27,6719.59,10,8,Yes,0,338,36,17,319,No
PO100372,2025-03-22,Supplier_08,Electronics,2,358.43,716.86,9,8,Yes,0,86,51,2,37,No
PO100373,2025-03-15,Supplier_12,Home & Kitchen,4,,1919.68,9,15,No,6,239,22,4,221,No
PO100374,2025-10-22,Supplier_11,Office Supplies,9,328.15,2953.35,10,13,No,3,78,22,9,65,No
PO100375,2025-08-21,Supplier_02,Office Supplies,2,406.45,812.9,7,17,No,10,300,28,2,274,No
PO100376,2025-06-13,Supplier_04,Office Supplies,7,234.93,1644.51,10,11,Yes,1,118,18,7,0,Yes
PO100377,2025-05-25,Supplier_10,Office Supplies,18,268.75,4837.5,5,6,No,1,98,27,18,89,No
PO100378,2025-03-24,Supplier_07,Home & Kitchen,14,30.96,433.44,6,12,No,6,384,32,14,366,No
PO100379,2025-04-07,Supplier_05,Electronics,3,242.51,727.53,4,2,Yes,0,190,49,3,144,No
PO100380,2025-10-03,Supplier_09,Office Supplies,15,71.83,1077.45,5,11,No,6,436,32,15,419,No
PO100381,2025-10-02,Supplier_03,Electronics,16,257.97,4127.52,9,18,No,9,84,43,16,57,No
PO100382,2025-09-07,Supplier_15,Electronics,9,121.07,1089.63,6,9,No,3,47,48,9,8,No
PO100383,2025-03-02,Supplier_09,Office Supplies,12,19.08,228.96,5,3,Yes,0,430,19,12,423,No
PO100384,2025-12-13,Supplier_01,Office Supplies,9,274.0,2466.0,10,14,No,4,455,23,9,441,No
PO100385,2025-09-20,Supplier_07,Electronics,10,302.39,3023.9,10,10,Yes,0,375,53,10,332,No
PO100386,2025-07-30,Supplier_12,Office Supplies,11,499.88,5498.68,8,7,Yes,0,490,22,11,479,No
PO100387,2025-06-04,Supplier_09,Electronics,10,482.07,4820.7,6,14,No,8,200,52,10,158,No
PO100388,2025-12-27,Supplier_08,Electronics,17,299.51,5091.67,6,8,No,2,397,40,17,0,Yes
PO100389,2025-06-30,Supplier_10,Electronics,17,331.63,5637.71,7,6,Yes,0,74,48,17,0,Yes
PO100390,2025-04-01,Supplier_01,Home & Kitchen,13,413.4,5374.2,5,11,No,6,113,28,13,98,No
PO100391,2025-03-25,Supplier_08,Electronics,18,338.29,6089.22,7,14,No,7,215,52,18,181,No
PO100392,2025-01-27,Supplier_07,Home & Kitchen,1,16.81,16.81,8,6,Yes,0,453,39,1,415,No
PO100393,2025-06-07,Supplier_14,Home & Kitchen,12,249.01,2988.12,9,9,Yes,0,55,24,12,43,No
PO100394,2025-01-26,Supplier_09,Electronics,17,351.56,5976.52,3,3,Yes,0,252,42,17,0,Yes
PO100395,2025-12-28,Supplier_03,Home & Kitchen,17,250.16,4252.72,8,15,No,7,376,25,17,0,Yes
PO100396,2025-09-30,Supplier_13,Home & Kitchen,18,298.05,5364.9,5,6,Yes,1,37,26,18,29,No
PO100397,2025-08-26,Supplier_05,Electronics,19,493.8,9382.2,8,11,No,3,76,37,19,58,No
PO100398,2025-09-09,Supplier_15,Electronics,1,182.6,182.6,7,5,Yes,0,358,47,1,0,Yes
PO100399,2025-11-19,Supplier_06,Office Supplies,17,68.58,1165.86,4,5,No,1,446,25,17,438,No
PO100400,2025-11-21,Supplier_13,Home & Kitchen,19,183.92,3494.48,10,8,Yes,0,453,23,19,449,No
PO100401,2025-11-13,Supplier_12,Office Supplies,12,74.88,898.56,5,6,Yes,1,52,18,12,46,No
PO100402,2025-04-01,Supplier_11,Electronics,11,90.14,991.54,4,5,No,1,285,51,11,245,No
PO100403,2025-09-19,Supplier_10,Office Supplies,2,387.59,775.18,3,2,Yes,0,495,26,2,471,No
PO100404,2025-06-28,Supplier_01,Office Supplies,2,354.09,708.18,10,18,No,8,175,8,2,169,No
PO100405,2025-02-13,Supplier_04,Office Supplies,5,181.99,909.95,10,17,No,7,165,30,5,140,No
PO100406,2025-04-12,Supplier_14,Home & Kitchen,12,369.62,4435.44,9,7,Yes,0,174,29,12,157,No
PO100407,2025-09-28,Supplier_12,Office Supplies,8,495.56,3964.48,9,11,No,2,385,14,8,379,No
PO100408,2025-05-28,Supplier_07,Home & Kitchen,4,480.66,1922.64,5,6,Yes,1,214,27,4,0,Yes
PO100409,2025-06-15,Supplier_12,Office Supplies,2,285.15,570.3,8,7,Yes,0,215,27,2,190,No
PO100410,2025-02-18,Supplier_10,Electronics,16,233.94,3743.04,10,15,No,5,386,49,16,353,No
PO100411,2025-10-18,Supplier_12,Office Supplies,11,293.8,3231.8,7,13,No,6,353,27,11,337,No
PO100412,2025-07-12,Supplier_08,Electronics,16,279.89,4478.24,10,9,Yes,0,476,59,16,433,No
PO100413,2025-07-15,Supplier_02,Electronics,5,145.39,726.95,10,20,No,10,154,47,5,0,Yes
PO100414,2025-11-28,Supplier_07,Home & Kitchen,19,390.51,7419.69,10,10,Yes,0,328,28,19,319,No
PO100415,2025-02-08,Supplier_04,Electronics,9,401.6,3614.4,3,13,No,10,202,48,9,0,Yes
PO100416,2025-06-04,Supplier_13,Electronics,2,299.47,598.94,9,8,Yes,0,134,42,2,0,Yes
PO100417,2025-06-14,Supplier_14,Home & Kitchen,4,291.36,1165.44,6,6,Yes,0,50,23,4,31,No
PO100418,2025-10-10,Supplier_04,Home & Kitchen,2,430.96,861.92,5,14,No,9,295,21,2,276,No
PO100419,2025-02-19,Supplier_14,Office Supplies,10,74.67,746.7,10,10,Yes,0,165,20,10,155,No
PO100420,2025-01-04,Supplier_05,Office Supplies,2,93.46,186.92,3,10,No,7,349,23,2,328,No
PO100421,2025-10-12,Supplier_04,Electronics,7,243.25,1702.75,8,8,Yes,0,356,41,7,322,No
PO100422,2025-08-09,Supplier_05,Home & Kitchen,16,339.38,5430.08,10,8,Yes,0,135,26,16,125,No
PO100423,2025-06-18,Supplier_09,Electronics,11,468.26,5150.86,4,4,Yes,0,466,39,11,438,No
PO100424,2025-04-07,Supplier_04,Home & Kitchen,7,349.08,2443.56,10,16,No,6,494,37,7,464,No
PO100425,2025-11-29,Supplier_04,Electronics,4,208.3,833.2,5,4,Yes,0,37,42,4,1,No
PO100426,2025-12-01,Supplier_11,Electronics,1,67.75,67.75,3,8,No,5,98,52,1,0,Yes
PO100427,2025-02-24,Supplier_07,Office Supplies,20,127.48,2549.6,8,9,Yes,1,153,25,20,148,No
PO100428,2025-04-07,Supplier_11,Home & Kitchen,9,169.53,1525.77,6,13,No,7,86,22,9,73,No
PO100429,2025-05-22,Supplier_01,Electronics,9,484.45,4360.05,6,9,No,3,339,43,9,0,Yes
PO100430,2025-08-23,Supplier_02,Home & Kitchen,9,463.78,4174.02,9,20,No,11,422,22,9,409,No
PO100431,2025-03-01,Supplier_05,Electronics,2,341.19,682.38,10,15,No,5,38,41,2,1,No
PO100432,2025-05-06,Supplier_06,Home & Kitchen,15,441.83,6627.45,4,2,Yes,0,172,30,15,157,No
PO100433,2025-01-31,Supplier_05,Office Supplies,9,476.88,4291.92,4,4,Yes,0,65,22,9,52,No
PO100434,2025-01-10,Supplier_06,Electronics,11,400.92,4410.12,6,5,Yes,0,95,49,11,0,Yes
PO100435,2025-03-15,Supplier_14,Electronics,3,283.69,851.07,4,11,No,7,260,45,3,0,Yes
PO100436,2025-02-04,Supplier_07,Electronics,7,449.89,3149.23,8,16,No,8,352,43,7,316,No
PO100437,2025-01-11,Supplier_09,Home & Kitchen,12,273.93,3287.16,9,17,No,8,142,31,12,123,No
PO100438,2025-04-29,Supplier_12,Electronics,3,28.86,86.58,4,7,No,3,205,42,3,166,No
PO100439,2025-03-19,Supplier_03,Home & Kitchen,4,256.36,1025.44,3,1,Yes,0,187,26,4,0,Yes
PO100440,2025-06-02,Supplier_03,Office Supplies,7,393.51,2754.57,9,20,No,11,299,31,7,275,No
PO100441,2025-07-28,Supplier_07,Electronics,18,298.11,5365.98,6,12,No,6,479,47,18,0,Yes
PO100442,2025-12-26,Supplier_10,Electronics,7,360.93,2526.51,5,4,Yes,0,441,42,7,0,Yes
PO100443,2025-06-11,Supplier_08,Electronics,1,445.93,445.93,4,11,No,7,377,53,1,0,Yes
PO100444,2025-11-25,Supplier_02,Home & Kitchen,6,53.74,322.44,6,10,No,4,85,23,6,68,No
PO100445,2025-01-10,Supplier_10,Home & Kitchen,11,47.23,519.53,10,16,No,6,469,28,11,452,No
PO100446,2025-02-28,Supplier_14,Home & Kitchen,19,291.03,5529.57,9,9,Yes,0,74,25,19,0,Yes
PO100447,2025-03-04,Supplier_08,Home & Kitchen,7,217.95,1525.65,4,3,Yes,0,408,28,7,387,No
PO100448,2025-10-12,,Office Supplies,15,200.66,3009.9,3,1,Yes,0,459,26,15,448,No
PO100449,2025-01-13,Supplier_07,Office Supplies,6,139.3,835.8,7,17,No,10,144,18,6,132,No
PO100450,2025-05-21,Supplier_07,Electronics,4,442.16,1768.64,6,7,No,1,488,47,4,0,Yes
PO100451,2025-09-14,Supplier_05,Home & Kitchen,19,479.81,9116.39,5,11,No,6,103,31,19,91,No
PO100452,2025-03-29,Supplier_08,Home & Kitchen,17,227.82,3872.94,8,15,No,7,251,34,17,234,No
PO100453,2025-04-11,Supplier_09,Home & Kitchen,4,253.31,1013.24,5,3,Yes,0,187,24,4,0,Yes
PO100454,2025-06-19,Supplier_02,Electronics,15,197.74,2966.1,4,9,No,5,101,48,15,0,Yes
PO100455,2025-10-31,Supplier_15,Electronics,18,74.84,1347.12,7,16,No,9,322,47,18,0,Yes
PO100456,2025-04-17,Supplier_03,Office Supplies,19,304.31,5781.89,4,5,No,1,374,23,19,370,No
PO100457,2025-05-22,Supplier_09,Electronics,10,216.03,2160.3,3,2,Yes,0,392,40,10,0,Yes
PO100458,2025-11-26,Supplier_05,Home & Kitchen,19,439.08,8342.52,8,6,Yes,0,33,28,19,24,No
PO100459,2025-09-04,Supplier_14,Office Supplies,15,55.95,839.25,7,9,No,2,476,27,15,464,No
PO100460,2025-05-06,Supplier_10,Home & Kitchen,11,333.89,3672.79,10,18,No,8,93,31,11,73,No
PO100461,2025-09-06,Supplier_01,Electronics,5,46.02,230.1,3,8,No,5,117,50,5,0,Yes
PO100462,2025-05-06,Supplier_01,Office Supplies,5,310.72,1553.6,4,14,No,10,251,25,5,231,No
PO100463,2025-10-18,Supplier_04,Home & Kitchen,15,336.5,5047.5,4,5,Yes,1,88,25,15,78,No
PO100464,2025-02-02,Supplier_13,Office Supplies,10,147.26,1472.6,6,12,No,6,162,20,10,152,No
PO100465,2025-07-28,Supplier_13,Electronics,13,90.21,1172.73,10,17,No,7,88,38,13,63,No
PO100466,2025-09-14,Supplier_09,Office Supplies,19,166.35,3160.65,9,7,Yes,0,278,29,19,268,No
PO100467,2025-05-08,Supplier_09,Home & Kitchen,6,188.1,1128.6,9,8,Yes,0,355,31,6,330,No
PO100468,2025-06-15,Supplier_10,Electronics,15,428.75,6431.25,7,10,No,3,179,40,15,0,Yes
PO100469,2025-01-27,Supplier_08,Electronics,20,127.33,2546.6,8,14,No,6,201,42,20,179,No
PO100470,2025-03-07,Supplier_08,Electronics,2,253.82,507.64,10,9,Yes,0,367,49,2,320,No
PO100471,2025-01-18,Supplier_06,Electronics,15,477.94,7169.1,5,16,No,11,302,46,15,0,Yes
PO100472,2025-11-12,Supplier_08,Electronics,17,332.64,5654.88,10,14,No,4,101,44,17,74,No
PO100473,2025-07-05,Supplier_05,Electronics,17,393.99,6697.83,6,4,Yes,0,312,47,17,0,Yes
PO100474,2025-02-27,Supplier_12,Office Supplies,5,17.72,88.6,9,13,No,4,380,15,5,370,No
PO100475,2025-11-07,Supplier_11,Home & Kitchen,1,215.58,215.58,5,12,No,7,90,17,1,74,No
PO100476,2025-05-11,Supplier_11,Home & Kitchen,3,38.89,116.67,9,20,No,11,126,22,3,107,No
PO100477,2025-03-31,Supplier_06,Home & Kitchen,14,350.05,4900.7,9,16,No,7,346,23,14,337,No
PO100478,2025-11-04,Supplier_06,Office Supplies,2,487.8,975.6,4,13,No,9,206,19,2,189,No
PO100479,2025-11-03,Supplier_07,Electronics,12,40.7,488.4,7,13,No,6,258,38,12,0,Yes
PO100480,2025-12-14,Supplier_10,Electronics,14,336.93,4717.02,3,4,Yes,1,496,39,14,0,Yes
PO100481,2025-05-09,Supplier_12,Electronics,8,313.49,2507.92,3,11,No,8,161,48,8,121,No
PO100482,2025-09-29,Supplier_01,Electronics,12,100.32,1203.84,4,2,Yes,0,491,42,12,461,No
PO100483,2025-12-21,Supplier_15,Electronics,3,462.92,1388.76,3,7,No,4,276,33,3,0,Yes
PO100484,2025-08-04,Supplier_13,Home & Kitchen,5,467.08,2335.4,9,15,No,6,101,29,5,77,No
PO100485,2025-11-07,Supplier_15,Home & Kitchen,5,105.85,529.25,8,7,Yes,0,270,30,5,245,No
PO100486,2025-11-23,Supplier_05,Home & Kitchen,16,217.44,3479.04,10,12,No,2,125,32,16,109,No
PO100487,2025-02-04,Supplier_08,Home & Kitchen,19,304.43,5784.17,4,10,No,6,395,26,19,388,No
PO100488,2025-11-02,Supplier_09,Electronics,1,450.09,450.09,6,17,No,11,71,55,1,17,No
PO100489,2025-08-30,Supplier_03,Home & Kitchen,4,307.22,1228.88,6,8,No,2,355,24,4,335,No
PO100490,2025-08-20,Supplier_06,Office Supplies,1,39.83,39.83,10,12,No,2,89,21,1,69,No
PO100491,2025-11-27,Supplier_01,Home & Kitchen,2,17.89,35.78,10,15,No,5,409,32,2,379,No
PO100492,2025-12-24,Supplier_02,Office Supplies,8,470.66,3765.28,9,18,No,9,284,23,8,269,No
PO100493,2025-04-25,Supplier_08,Home & Kitchen,3,494.18,1482.54,8,7,Yes,0,207,14,3,196,No
